video_id,frame_no,phase
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,45,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,46,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,47,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,48,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,49,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,50,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,51,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,52,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,53,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,54,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,55,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,56,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,57,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,58,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,59,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,60,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,61,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,62,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,63,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,64,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,65,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,66,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,67,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,68,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,69,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,70,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,71,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,72,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,73,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,74,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,75,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,76,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,77,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,78,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,79,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,80,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,81,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,82,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,83,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,84,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,85,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,86,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,87,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,88,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,89,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,90,preparation
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,91,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,92,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,93,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,94,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,95,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,96,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,97,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,98,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,99,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,100,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,101,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,102,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,103,downswing
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,104,followthrough
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,105,followthrough
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,106,followthrough
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,107,followthrough
c44abd22-0712-47a2-9654-07fc4ac380bb_delivery_6,108,followthrough
