video_id,frame_no,fps,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,0,29.90442311826906,184.6731414794922,426.1750183105469,183.9499053955078,424.40069580078125,183.83753967285156,424.531005859375,179.48687744140625,423.7192077636719,180.26783752441406,424.68365478515625,175.81752014160156,431.1078796386719,174.3873291015625,431.8421630859375,173.77557373046875,445.9844970703125,172.4628448486328,446.7270812988281,174.81716918945312,458.1535339355469,173.7030029296875,459.8021240234375,161.13998413085938,448.7418212890625,160.3024139404297,449.0414123535156,166.8687744140625,471.0973815917969,166.87452697753906,471.8006286621094,164.04298400878906,493.9778747558594,163.7537078857422,496.8983459472656
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,1,29.90442311826906,184.63372802734375,426.1127624511719,183.92694091796875,424.3343505859375,183.73519897460938,424.4821472167969,179.56060791015625,423.6436767578125,180.10955810546875,424.6470947265625,175.84466552734375,431.0049133300781,174.4611053466797,431.73797607421875,173.65220642089844,445.98504638671875,172.4801025390625,446.6996154785156,174.85931396484375,458.2930603027344,173.78448486328125,459.8201904296875,161.08929443359375,448.6993103027344,160.2840576171875,448.9927673339844,166.86868286132812,471.102783203125,166.96218872070312,471.7527160644531,164.1243896484375,493.99871826171875,163.84921264648438,496.8431396484375
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,2,29.90442311826906,184.7090301513672,426.1123962402344,184.01010131835938,424.328857421875,183.7838592529297,424.4836730957031,179.67515563964844,423.6153259277344,180.1328125,424.6369323730469,175.87008666992188,430.9316711425781,174.63064575195312,431.6861572265625,173.6049346923828,445.854736328125,172.57765197753906,446.60589599609375,174.8309783935547,458.2635192871094,173.78173828125,459.75701904296875,161.05169677734375,448.6673889160156,160.3509521484375,448.96319580078125,166.83155822753906,471.0924987792969,167.0177001953125,471.72698974609375,164.0656280517578,493.9828796386719,163.9276580810547,496.811279296875
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,3,29.90442311826906,184.74937438964844,426.2181701660156,184.13555908203125,424.407958984375,183.77969360351562,424.5644226074219,180.0316925048828,423.5980224609375,180.12196350097656,424.6118469238281,176.05935668945312,430.84356689453125,174.81214904785156,431.5875549316406,173.48626708984375,445.7427062988281,172.6564178466797,446.4915771484375,174.73699951171875,458.29156494140625,173.68875122070312,459.7063903808594,161.09603881835938,448.51458740234375,160.37646484375,448.7991638183594,166.9580078125,470.9342346191406,167.27374267578125,471.4884948730469,164.1668701171875,493.8207702636719,163.81784057617188,496.54107666015625
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,4,29.90442311826906,184.7263641357422,426.20831298828125,184.24981689453125,424.3824157714844,183.63034057617188,424.5528564453125,180.4582061767578,423.6477966308594,179.87135314941406,424.67822265625,176.16506958007812,430.93206787109375,175.00022888183594,431.72430419921875,173.2804412841797,445.732421875,172.6137237548828,446.6958312988281,174.62623596191406,457.9625549316406,173.48248291015625,459.6925964355469,161.2197265625,448.6290588378906,160.5601348876953,448.9337158203125,167.06991577148438,471.1451721191406,167.61074829101562,471.69091796875,164.19728088378906,493.83514404296875,163.79278564453125,496.5298767089844
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,5,29.90442311826906,184.8470001220703,425.95404052734375,184.44517517089844,424.1279602050781,183.634033203125,424.3257751464844,180.8148193359375,423.5167541503906,179.7865753173828,424.6046142578125,176.2425994873047,430.8784484863281,175.29913330078125,431.714599609375,172.9293975830078,445.720703125,172.6376190185547,446.78814697265625,174.39572143554688,457.8596496582031,173.32476806640625,459.57098388671875,161.2992706298828,448.7787170410156,160.79202270507812,449.0881042480469,167.41221618652344,471.2265930175781,168.1254425048828,471.6836242675781,164.0020294189453,493.9642639160156,163.8720703125,496.4968566894531
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,6,29.90442311826906,184.94085693359375,425.9873352050781,184.6680450439453,424.16522216796875,183.67816162109375,424.3607177734375,181.30650329589844,423.6275329589844,179.81163024902344,424.689697265625,176.49264526367188,430.92486572265625,175.38296508789062,431.8159484863281,172.7816619873047,445.4769287109375,172.3873748779297,446.7846374511719,174.30491638183594,457.1892395019531,173.11431884765625,459.2420959472656,161.54026794433594,448.8372802734375,160.92311096191406,449.1856384277344,167.7426300048828,471.0240478515625,168.39706420898438,471.58038330078125,163.79547119140625,493.7059020996094,163.8890838623047,496.3594665527344
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,7,29.90442311826906,185.08836364746094,425.81170654296875,185.006103515625,423.9836120605469,183.7325897216797,424.16741943359375,182.03184509277344,423.59393310546875,179.77438354492188,424.59564208984375,176.97073364257812,431.0145568847656,175.39193725585938,431.8693542480469,172.85198974609375,445.4679260253906,172.01136779785156,446.81781005859375,174.434326171875,456.91998291015625,173.03135681152344,459.0511779785156,161.9496307373047,448.99383544921875,161.027587890625,449.3338623046875,167.96388244628906,471.1042175292969,168.5718536376953,471.6814270019531,163.6561737060547,493.6583251953125,163.81301879882812,496.30194091796875
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,8,29.90442311826906,185.2317352294922,425.52777099609375,185.35708618164062,423.698486328125,183.75608825683594,423.8750305175781,182.83518981933594,423.5188293457031,179.6774139404297,424.47064208984375,177.632080078125,431.0612487792969,175.31552124023438,431.8718566894531,173.03472900390625,445.1806335449219,171.51602172851562,446.5163879394531,174.49720764160156,456.48388671875,173.0094757080078,458.5760803222656,162.50840759277344,449.15325927734375,161.100830078125,449.4706726074219,168.26156616210938,471.185791015625,168.66812133789062,471.7686462402344,163.54391479492188,493.706298828125,163.88711547851562,496.2965393066406
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,9,29.90442311826906,185.42042541503906,425.393798828125,185.66073608398438,423.5643005371094,183.90765380859375,423.7357177734375,183.41970825195312,423.4365234375,179.76991271972656,424.349853515625,178.18743896484375,430.9821472167969,175.2415008544922,431.7308349609375,173.1455841064453,444.7710876464844,171.00802612304688,446.01165771484375,174.6558837890625,456.0409240722656,173.0767059326172,457.9061279296875,162.99404907226562,449.273193359375,161.1531524658203,449.5538024902344,168.3931884765625,471.4414367675781,168.54380798339844,471.942626953125,163.65902709960938,493.91302490234375,163.93179321289062,496.3032531738281
