video_id,frame_no,phase
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,59,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,60,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,61,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,62,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,63,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,64,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,65,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,66,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,67,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,68,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,69,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,70,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,71,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,72,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,73,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,74,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,75,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,76,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,77,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,78,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,79,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,80,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,81,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,82,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,83,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,84,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,85,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,86,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,87,preparation
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,88,preparation
