video_id,frame_no,phase
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,34,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,35,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,36,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,37,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,38,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,39,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,40,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,41,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,42,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,43,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,44,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,45,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,46,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,47,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,48,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,49,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,50,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,51,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,52,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,53,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,54,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,55,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,56,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,57,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,58,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,59,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,60,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,61,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,62,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,63,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,64,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,65,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,66,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,67,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,68,preparation
b782f0fb-af7e-49aa-8dfa-ce8a8274e3eb_delivery_3,69,preparation
