video_id,frame_no,fps,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,0,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,1,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,2,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,3,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,4,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,5,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,6,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,7,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,8,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,9,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,10,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,11,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,12,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,13,30.303192256919765,10.506589889526367,100.85441589355469,9.247634887695312,99.36390686035156,10.298003196716309,99.04199981689453,6.201630115509033,101.56401824951172,9.797147750854492,101.01728820800781,7.561943054199219,106.92118072509766,8.31977653503418,105.8959732055664,6.910138130187988,104.62093353271484,7.9789509773254395,101.74011993408203,13.40237045288086,107.98892974853516,11.860588073730469,107.6335220336914,10.570846557617188,111.54145050048828,11.312301635742188,110.71013641357422,11.251710891723633,107.14971160888672,11.95193862915039,106.31559753417969,13.351912498474121,107.43512725830078,13.22753620147705,106.862548828125
f9d72144-dc14-4d56-afe4-1da4a9e4b6d9_delivery_1,14,30.303192256919765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
