video_id,frame_no,fps,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,0,30.05100493695081,189.6453094482422,247.33436584472656,192.0329132080078,244.42881774902344,186.75682067871094,245.044189453125,196.23475646972656,245.3287353515625,184.862060546875,246.60366821289062,200.0591583251953,257.6661071777344,192.28762817382812,258.5074462890625,199.87030029296875,280.1416931152344,199.55580139160156,278.4476013183594,199.36691284179688,298.475830078125,198.15460205078125,294.9010314941406,213.1517333984375,288.00848388671875,207.8144989013672,288.18865966796875,194.50189208984375,311.3180847167969,190.25405883789062,311.0086669921875,205.6890106201172,344.6498718261719,206.70362854003906,342.0412902832031
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,1,30.05100493695081,189.72406005859375,248.146728515625,192.05174255371094,245.26400756835938,186.8960723876953,245.86175537109375,196.22320556640625,246.21884155273438,184.9945831298828,247.41143798828125,199.89227294921875,258.64068603515625,192.0131072998047,259.5729064941406,199.732421875,280.64605712890625,198.97286987304688,278.9290466308594,199.30841064453125,298.8294677734375,198.27371215820312,295.3768615722656,212.81422424316406,288.450439453125,207.42251586914062,288.9385986328125,194.7406463623047,311.6819763183594,191.05429077148438,312.7916259765625,205.36781311035156,343.68646240234375,206.27145385742188,343.5433349609375
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,2,30.05100493695081,189.68800354003906,248.93931579589844,191.96978759765625,246.07992553710938,186.94061279296875,246.65931701660156,196.1480712890625,246.9669952392578,185.11651611328125,248.08285522460938,199.75535583496094,259.3722229003906,191.9163360595703,260.2886657714844,199.64486694335938,281.3149719238281,198.43008422851562,279.49169921875,199.18182373046875,299.652099609375,198.1573486328125,296.1230773925781,212.62669372558594,288.9962463378906,207.30929565429688,289.6214294433594,194.5372314453125,312.6717834472656,191.68028259277344,314.50128173828125,205.37120056152344,343.7694396972656,206.1572265625,344.8663330078125
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,3,30.05100493695081,189.63848876953125,250.22959899902344,191.86228942871094,247.40676879882812,186.96875,247.94715881347656,195.98110961914062,248.3634033203125,185.14642333984375,249.35496520996094,199.63262939453125,260.8349609375,191.42300415039062,261.7740478515625,199.54144287109375,282.54534912109375,197.64625549316406,280.7569885253906,198.9751739501953,300.80633544921875,198.11521911621094,297.0190734863281,212.18023681640625,289.74951171875,206.6544189453125,290.5476379394531,194.33181762695312,313.795166015625,192.3260955810547,316.3898620605469,205.18515014648438,344.0414733886719,205.92926025390625,346.45477294921875
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,4,30.05100493695081,189.65682983398438,251.48667907714844,191.81312561035156,248.72300720214844,187.1220703125,249.20428466796875,195.86341857910156,249.64248657226562,185.4172821044922,250.46295166015625,199.36395263671875,262.1597900390625,191.3203125,262.9613952636719,199.5205078125,283.8055725097656,196.96896362304688,281.5267333984375,198.9818115234375,301.7560729980469,197.79623413085938,298.26605224609375,212.02420043945312,290.61468505859375,206.6888885498047,291.5892333984375,193.80650329589844,314.83892822265625,192.97320556640625,318.59808349609375,205.06503295898438,343.5958251953125,205.75320434570312,348.0856628417969
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,5,30.05100493695081,189.46893310546875,252.35858154296875,191.55699157714844,249.6727294921875,187.08294677734375,250.09657287597656,195.60247802734375,250.54248046875,185.56614685058594,251.19482421875,199.1662139892578,262.9743957519531,191.18960571289062,263.56634521484375,199.53933715820312,284.583251953125,196.30426025390625,281.6449279785156,198.78968811035156,302.4422302246094,197.5872344970703,298.3756103515625,211.7993927001953,291.2103576660156,206.58612060546875,292.2575378417969,193.1383056640625,315.7424011230469,193.38134765625,320.2836608886719,205.04586791992188,343.5924377441406,205.79833984375,349.458984375
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,6,30.05100493695081,189.36544799804688,252.8744659423828,191.4370574951172,250.2638702392578,186.99879455566406,250.6485595703125,195.43507385253906,251.0421905517578,185.4787139892578,251.62232971191406,199.24050903320312,263.19818115234375,190.99427795410156,263.50146484375,199.49337768554688,284.80950927734375,196.00762939453125,281.2888488769531,198.4874725341797,302.4476623535156,197.19293212890625,298.0567626953125,211.6566925048828,291.3601379394531,206.3138427734375,292.1956481933594,192.48760986328125,315.583984375,192.87867736816406,319.5760803222656,204.58343505859375,343.6478271484375,206.0767364501953,348.70648193359375
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,7,30.05100493695081,189.2430877685547,253.0248565673828,191.321044921875,250.44285583496094,186.87106323242188,250.8078155517578,195.35401916503906,251.28147888183594,185.3383026123047,251.8292236328125,199.3383026123047,263.3103942871094,190.67599487304688,263.6223449707031,199.39920043945312,284.62060546875,195.64578247070312,281.1127014160156,198.04771423339844,301.9883728027344,196.38706970214844,297.4208679199219,211.3517303466797,291.0833740234375,205.734619140625,291.9160461425781,192.71597290039062,314.6965637207031,192.76722717285156,318.6788330078125,204.11866760253906,343.0206298828125,206.06846618652344,348.1595458984375
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,8,30.05100493695081,189.12457275390625,252.91087341308594,191.18344116210938,250.33921813964844,186.7301483154297,250.70986938476562,195.22604370117188,251.14060974121094,185.16696166992188,251.71136474609375,199.23394775390625,263.0505676269531,190.59103393554688,263.385009765625,199.16282653808594,283.9620666503906,195.5574493408203,280.6550598144531,197.66615295410156,301.11517333984375,196.05511474609375,297.3164978027344,211.1839599609375,290.8892822265625,205.582275390625,291.7156677246094,192.89642333984375,314.2372131347656,192.84034729003906,318.177978515625,203.75645446777344,342.67926025390625,206.12498474121094,347.8593444824219
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,9,30.05100493695081,189.12315368652344,252.55685424804688,191.2484588623047,250.02406311035156,186.65087890625,250.33949279785156,195.2359161376953,250.95213317871094,184.82321166992188,251.40440368652344,199.16725158691406,262.7948913574219,189.96652221679688,262.9984436035156,198.7132568359375,283.4822998046875,195.03659057617188,280.31683349609375,196.99856567382812,300.4934997558594,195.42547607421875,296.79052734375,210.57806396484375,290.4181213378906,204.5939178466797,291.1101379394531,193.0410614013672,313.7152404785156,192.46067810058594,317.10400390625,203.34124755859375,342.4805908203125,206.1056671142578,346.7823181152344
